,revision_id,article_quality,article_title,country,population,region
4055,1240338355,GA,Ahmed Abu Risha,Iraq,45.5,WESTERN ASIA
4947,1249868446,C,Ahmed Adeeb,Maldives,0.6,SOUTH ASIA
744,1244755894,Start,Ahmed Al-Salloum,Bahrain,1.6,WESTERN ASIA
2769,1062918876,Start,Ahmed Aw Dahir,Somalia,18.1,EASTERN AFRICA
5316,1244050839,C,Ahmed Balafrej,Morocco,37.0,NORTHERN AFRICA
706,1063482737,Stub,Ahmed Behzad (Bahrain),Bahrain,1.6,WESTERN ASIA
2128,1190414185,Stub,Ahmed Ben Said Djaffar,Comoros,0.9,EASTERN AFRICA
6668,1188901992,C,Ahmed Ben Salah,Tunisia,11.9,NORTHERN AFRICA
5322,1245188391,Stub,Ahmed Benjelloun,Morocco,37.0,NORTHERN AFRICA
201,1212186965,Start,Ahmed Bidani,Algeria,46.8,NORTHERN AFRICA
102,1209165678,Stub,Ahmed Dino,Albania,2.7,SOUTHERN EUROPE
6402,1184800375,B,Ahmed Diraige,Sudan,48.1,NORTHERN AFRICA
844,1243671555,Start,Ahmed E. H. Jaffer,Pakistan,240.5,SOUTH ASIA
2992,1190632866,Stub,Ahmed Emad El-Din Radi,Egypt,105.2,NORTHERN AFRICA
2704,1231104858,Start,Ahmed Farah Dualeh,Somalia,18.1,EASTERN AFRICA
4951,1249772760,C,Ahmed Faris Maumoon,Maldives,0.6,SOUTH ASIA
2712,1154853671,Stub,Ahmed Gacmayare,Somalia,18.1,EASTERN AFRICA
4777,1241321839,C,Ahmed Gaddaf al-Dam,Libya,6.9,NORTHERN AFRICA
2673,1249145342,Stub,Ahmed Goumane-Roble,Djibouti,1.1,EASTERN AFRICA
223,1226452639,Stub,Ahmed Hamiani,Algeria,46.8,NORTHERN AFRICA
5780,1249983397,C,Ahmed Hilmi Pasha,Palestinian Territory,5.5,WESTERN ASIA
2985,1212669631,Start,Ahmed Issa (Egyptian politician),Egypt,105.2,NORTHERN AFRICA
5789,1184254007,Stub,Ahmed Khalidi,Palestinian Territory,5.5,WESTERN ASIA
5603,1221714733,Start,Ahmed Kusamotu,Nigeria,223.8,WESTERN AFRICA
4956,1247508110,C,Ahmed Mahloof,Maldives,0.6,SOUTH ASIA
5203,1209631339,Start,Ahmed Malsagov (politician),Russia,146.9,EASTERN EUROPE
5612,1249041342,Stub,Ahmed Marafa,Nigeria,223.8,WESTERN AFRICA
6704,1246087732,C,Ahmed Mestiri,Tunisia,11.9,NORTHERN AFRICA
2710,1232330437,Start,Ahmed Moalim Fiqi,Somalia,18.1,EASTERN AFRICA
2774,1244415143,Stub,Ahmed Mohamed Gulaid,Somalia,18.1,EASTERN AFRICA
3039,1250125770,Start,Ahmed Mohammed Nasser,Eritrea,3.7,EASTERN AFRICA
6394,1215886938,C,Ahmed Mohammed Yassin,Sudan,48.1,NORTHERN AFRICA
5534,1200817722,C,Ahmed Musa Dangiwa,Nigeria,223.8,WESTERN AFRICA
4964,1229648052,Stub,Ahmed Nareesh,Maldives,0.6,SOUTH ASIA
4768,1236481840,Start,Ahmed Rafiq Almhadoui,Libya,6.9,NORTHERN AFRICA
2730,1241971490,Stub,Ahmed Sheikh Jama,Somalia,18.1,EASTERN AFRICA
4064,1245504726,Stub,Ahmed Shibani,Iraq,45.5,WESTERN ASIA
3996,1243688277,Start,Ahmed Taha Abu Ragheef,Iraq,45.5,WESTERN ASIA
6713,1100681508,C,Ahmed Tlili,Tunisia,11.9,NORTHERN AFRICA
4070,1213314881,C,Ahmed Uthman,Iraq,45.5,WESTERN ASIA
251,1213778323,Stub,Ahmed Zeghdar,Algeria,46.8,NORTHERN AFRICA
5339,1241880564,Start,Ahmed al-Hiba,Morocco,37.0,NORTHERN AFRICA
725,1221144846,Stub,Ahmed bin Mohamed Al Khalifa,Bahrain,1.6,WESTERN ASIA
3017,1233798238,Start,Ahmed bin Mohammed Al Maktoum,United Arab Emirates,9.5,WESTERN ASIA
4084,1215410563,C,Ahmed bin Muhammed Al Thani,Qatar,2.7,WESTERN ASIA
3020,1233797941,Start,Ahmed bin Rashid Al Maktoum,United Arab Emirates,9.5,WESTERN ASIA
3021,1248018288,C,Ahmed bin Saeed Al Maktoum,United Arab Emirates,9.5,WESTERN ASIA
5340,1224487470,GA,Ahmed ibn Abi Mahalli,Morocco,37.0,NORTHERN AFRICA
2680,1227261395,Stub,Ahmed-Idriss Moussa,Djibouti,1.1,EASTERN AFRICA
1320,1243748075,Start,Ahmet Koç (politician),Belgium,11.8,WESTERN EUROPE
6768,1060518774,Start,Ahmet Reyiz Yılmaz,Turkey,85.6,WESTERN ASIA
6730,1182493796,Stub,Ahmet Çakır,Turkey,85.6,WESTERN ASIA
7011,1243417460,Start,Aidarus al-Zoubaidi,Yemen,34.4,WESTERN ASIA
4464,1248529408,C,Aidos Sadyqov,Kazakhstan,19.9,CENTRAL ASIA
21,1185105938,Stub,Aimal Faizi,Afghanistan,42.4,SOUTH ASIA
4977,1244989200,Start,Aishath Nahula,Maldives,0.6,SOUTH ASIA
4970,1239447378,Stub,Aishath Shiham,Maldives,0.6,SOUTH ASIA
3626,1226483955,Stub,Aissata Mariama Soumah,Guinea,14.2,WESTERN AFRICA
3776,1241440166,Stub,Aithabathula Anandarao,India,1428.6,SOUTH ASIA
4686,1247371597,Start,Aiva Vīksna,Latvia,1.9,NORTHERN EUROPE
3356,1175733791,Stub,Ajaaratou Satang Jow,Gambia,2.8,WESTERN AFRICA
3771,1238401101,Stub,"Ajay Kumar Singh (Bihar politician, Indian National Congress)",India,1428.6,SOUTH ASIA
656,1157124148,C,Ajdar Ismailov,Azerbaijan,10.2,WESTERN ASIA
3772,1232095812,Stub,Ajendra Singh Lodhi,India,1428.6,SOUTH ASIA
2843,1243385610,C,Aji Raden Sayid Mohammad,Indonesia,278.7,SOUTHEAST ASIA
5524,1234051957,Start,Ajibola Basiru,Nigeria,223.8,WESTERN AFRICA
6140,1221556312,Stub,Ajilon Jasper Nasiu,Solomon Islands,0.8,OCEANIA
4881,1242147160,Stub,Ajis Sitin,Malaysia,33.4,SOUTHEAST ASIA
6812,1236299635,Start,Ajok Lucy,Uganda,48.6,EASTERN AFRICA
6373,1242434443,B,Ajonye Perpetua,South Sudan,11.1,EASTERN AFRICA
3773,1249079014,Stub,Ajoy Edwards,India,1428.6,SOUTH ASIA
5625,1246148444,C,Ajuri Ngelale,Nigeria,223.8,WESTERN AFRICA
1834,1246144492,Start,Akanat Promphan,Thailand,66.0,SOUTHEAST ASIA
5573,1233279599,C,Akanu Ibiam,Nigeria,223.8,WESTERN AFRICA
4477,1015639087,Stub,Akbaraly Aitikeev,Kyrgyzstan,6.8,CENTRAL ASIA
3997,1220967403,Stub,Akeel Al Saffar,Iraq,45.5,WESTERN ASIA
4287,1216495854,Start,Akimasa Suzuki,Japan,124.5,EAST ASIA
5486,1246502980,C,Akinwumi Adesina,Nigeria,223.8,WESTERN AFRICA
5505,1246220569,C,Akinwunmi Ambode,Nigeria,223.8,WESTERN AFRICA
4882,1241217403,C,Akmar Hisham,Malaysia,33.4,SOUTHEAST ASIA
6779,1106343655,Stub,Akmyrat Rejepow,Turkmenistan,7.1,CENTRAL ASIA
626,1247420701,C,Akram Aylisli,Azerbaijan,10.2,WESTERN ASIA
4782,1115564594,Stub,Al-Aref al-Khoga,Libya,6.9,NORTHERN AFRICA
6430,1249045222,Stub,Al-Haj Adam Youssef,Sudan,48.1,NORTHERN AFRICA
4663,1236785010,Start,Alaa Hussein Ali,Kuwait,4.4,WESTERN ASIA
5651,1169612000,C,Alabi Hassan Olajoku,Nigeria,223.8,WESTERN AFRICA
5564,1216045204,Stub,Alabo Dakorinama George-Kelly,Nigeria,223.8,WESTERN AFRICA
3684,1029640359,Stub,Aladár Andrássy,Hungary,9.6,EASTERN EUROPE
2221,1169619132,Stub,Alain Daniel Shekomba,Congo DR,102.3,MIDDLE AFRICA
3267,1177914220,Start,Alain Griset,France,65.9,WESTERN EUROPE
946,1173907794,Stub,Alaksandar Dubko,Belarus,9.2,EASTERN EUROPE
6226,1235103533,GA,Alan Winde,South Africa,60.7,SOUTHERN AFRICA
4762,1183708441,Stub,Alaric Tokpa,Liberia,5.4,WESTERN AFRICA
3227,1242210573,C,Albert Bourderon,France,65.9,WESTERN EUROPE
2150,826516065,Stub,Albert Fourvelle,Congo,6.1,MIDDLE AFRICA
2876,1188677120,Stub,Albert Hasibuan,Indonesia,278.7,SOUTHEAST ASIA
4706,1184196053,Start,Albert Kostanian,Lebanon,5.4,WESTERN ASIA
6439,1185717129,Stub,Albert L. De Alwis Seneviratne,Sri Lanka,22.7,SOUTH ASIA
5608,1175840512,Stub,Albert Legogie,Nigeria,223.8,WESTERN AFRICA
3621,1187822681,Stub,Albert Liurette,Guinea,14.2,WESTERN AFRICA
1895,1230583945,Stub,Albert Mbida,Cameroon,28.1,MIDDLE AFRICA
6614,1218472050,Stub,Albert Msando,Tanzania,67.4,EASTERN AFRICA
4869,1229063155,C,Albert Muwalo,Malawi,19.8,EASTERN AFRICA
3305,1242209715,Stub,Albert Ollivier,France,65.9,WESTERN EUROPE
4848,1245491505,GA,Albert Rakoto Ratsimamanga,Madagascar,30.4,EASTERN AFRICA
4858,1242564754,C,Albert Sylla,Madagascar,30.4,EASTERN AFRICA
2191,1249521619,GA,Albert-Joseph Kasongo Wa Kapinga,Congo DR,102.3,MIDDLE AFRICA
2509,1239244515,GA,Alberto Aznar,Spain,48.3,SOUTHERN EUROPE
2518,1222273738,GA,Alberto Bosch y Fustegueras,Spain,48.3,SOUTHERN EUROPE
1973,1246582150,Stub,Alberto Cooper,Chile,20.0,SOUTH AMERICA
2247,1222118382,Stub,Alberto Fait Lizano,Costa Rica,5.3,CENTRAL AMERICA
6901,1198782364,Start,Alberto Franceschi,Venezuela,28.8,SOUTH AMERICA
2437,1245925886,Stub,Alberto López Díaz,Cuba,11.0,CARIBBEAN
356,1166331326,Start,Alberto Manuel Campos,Argentina,46.3,SOUTH AMERICA
4222,1238108211,Start,Alberto Tarchiani,Italy,58.8,SOUTHERN EUROPE
2617,1243871603,C,Alberto Zarraoa,Spain,48.3,SOUTHERN EUROPE
2827,1112274488,Start,Albina Marçal Freitas,Timor Leste,1.4,SOUTHEAST ASIA
1075,1215107657,Stub,Albinas Januška,Lithuania,2.9,NORTHERN EUROPE
5959,965663617,Start,Albino Aroso,Portugal,10.5,SOUTHERN EUROPE
3179,1240184590,Stub,Albrecht Elof Ihre,Sweden,10.5,NORTHERN EUROPE
1528,1247551254,Stub,Alceste Madeira,Brazil,204.0,SOUTH AMERICA
3475,1225731455,C,Alcibiades Diamandi,Greece,10.6,SOUTHERN EUROPE
3525,1016735357,Start,Aldana Sandoval,Guatemala,18.1,CENTRAL AMERICA
6334,1238472619,Start,Aldo Deng,South Sudan,11.1,EASTERN AFRICA
4132,1244330314,Stub,Aldo Ferrabino,Italy,58.8,SOUTHERN EUROPE
397,1106856167,Stub,Aldo Pignanelli,Argentina,46.3,SOUTH AMERICA
6892,1246651957,Start,Alejandra Benítez,Venezuela,28.8,SOUTH AMERICA
1986,1210732533,C,Alejandra Bravo Hidalgo,Chile,20.0,SOUTH AMERICA
2227,1003975565,Stub,Alejandro Alvarado García,Costa Rica,5.3,CENTRAL AMERICA
2058,1177713760,Stub,Alejandro Corrales Escobar,Colombia,52.2,SOUTH AMERICA
6925,1247050566,C,Alejandro Peña Esclusa,Venezuela,28.8,SOUTH AMERICA
1966,1232887754,C,Alejandro Serani Burgos,Chile,20.0,SOUTH AMERICA
357,1231276700,C,Alejo Castex,Argentina,46.3,SOUTH AMERICA
396,1138003698,B,Alejo Peyret,Argentina,46.3,SOUTH AMERICA
1587,1215311752,Start,Aleksandar Alekov,Bulgaria,6.4,EASTERN EUROPE
2406,1233289717,C,Aleksandar Sandić,Serbia,6.6,SOUTHERN EUROPE
5303,1243518923,Start,Aleksandar Stijović,Montenegro,0.6,SOUTHERN EUROPE
2424,1219518076,Stub,Aleksandar Vasić (politician),Serbia,6.6,SOUTHERN EUROPE
1229,1197150501,Stub,Aleksander Antoni Sapieha,Poland,37.7,EASTERN EUROPE
3146,1175875161,Stub,Aleksander Strandman,Finland,5.6,NORTHERN EUROPE
3129,1221166897,Stub,Aleksander von Kothen,Finland,5.6,NORTHERN EUROPE
5138,1242434469,Start,Aleksandr Aleksandrovich Bublikov,Russia,146.9,EASTERN EUROPE
5206,1250198315,C,Aleksandr Matovnikov,Russia,146.9,EASTERN EUROPE
5133,1246754862,Start,"Aleksandr Nikitin (politician, born 1987)",Russia,146.9,EASTERN EUROPE
961,1235204307,C,Aleksandr Potupa,Belarus,9.2,EASTERN EUROPE
5232,1225906656,Stub,Aleksandr Shlyakhturov,Russia,146.9,EASTERN EUROPE
5236,1207744067,Stub,Aleksandr Surat,Russia,146.9,EASTERN EUROPE
974,1245495069,Stub,Aleksandr Turchin,Belarus,9.2,EASTERN EUROPE
5242,1232801958,C,Aleksandr Verkhovsky,Russia,146.9,EASTERN EUROPE
1635,1192998630,Stub,Aleksandur Pulev,Bulgaria,6.4,EASTERN EUROPE
1610,1215314827,Start,Aleksi Ivanov,Bulgaria,6.4,EASTERN EUROPE
1137,1197729887,Stub,Aleksy Ćwiakowski,Poland,37.7,EASTERN EUROPE
1473,1202430663,Start,Alen Šeranić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
4268,1172950113,Start,Alenka Smerkolj,Slovenia,2.1,SOUTHERN EUROPE
4164,1212915131,Stub,Alessandrina Lonardo,Italy,58.8,SOUTHERN EUROPE
4116,1222515774,Start,Alessandro Contini-Bonacossi,Italy,58.8,SOUTHERN EUROPE
4090,1220263642,Stub,Alessandro Pernati di Momo,Italy,58.8,SOUTHERN EUROPE
5846,904399990,Stub,Alex Anisi,Papua New Guinea,9.5,OCEANIA
313,1247631794,Stub,Alex Browne (politician),Antigua and Barbuda,0.1,CARIBBEAN
5546,1238986408,Start,Alex Egbona,Nigeria,223.8,WESTERN AFRICA
5550,1249045033,C,Alex Ekwueme,Nigeria,223.8,WESTERN AFRICA
5591,1219860653,Start,Alex Kadiri,Nigeria,223.8,WESTERN AFRICA
6349,1219357849,Stub,Alex Latio Elia,South Sudan,11.1,EASTERN AFRICA
3302,1189789885,Start,Alex Moscovitch,France,65.9,WESTERN EUROPE
1356,1247370963,Start,Alexander Albert Hunter,Belize,0.5,CENTRAL AMERICA
4746,1249700275,C,Alexander B. Cummings Jr.,Liberia,5.4,WESTERN AFRICA
982,1163042932,Start,Alexander Barybin,Ukraine,36.7,EASTERN EUROPE
5146,1249853665,C,Alexander Bekovich-Cherkassky,Russia,146.9,EASTERN EUROPE
1595,1242153001,Start,Alexander Bogoridi,Bulgaria,6.4,EASTERN EUROPE
5153,1249066944,C,Alexander Bortnikov,Russia,146.9,EASTERN EUROPE
5170,1192660288,Stub,Alexander Grigoryev,Russia,146.9,EASTERN EUROPE
5171,1147316913,Stub,Alexander Gromov (politician),Russia,146.9,EASTERN EUROPE
963,1216932338,Start,Alexander Radkov,Belarus,9.2,EASTERN EUROPE
5201,1171644418,C,Alexander Sergeyevich Makarov,Russia,146.9,EASTERN EUROPE
5231,1203800155,Stub,Alexander Shkurko,Russia,146.9,EASTERN EUROPE
5238,1242552236,GA,Alexander Tarasov,Russia,146.9,EASTERN EUROPE
551,1215187552,Stub,Alexander Zach,Austria,9.2,WESTERN EUROPE
5108,1232773245,Stub,Alexandr Nesterovschi,Moldova,3.4,EASTERN EUROPE
5066,1232238202,Stub,Alexandr Petkov,Moldova,3.4,EASTERN EUROPE
1968,1247622508,Start,Alexandra Benado,Chile,20.0,SOUTH AMERICA
6032,1170468510,Start,Alexandre Lyambabaje,Rwanda,14.1,EASTERN AFRICA
6010,1074816304,B,Alexandre Martins Pamplona Ramos,Portugal,10.5,SOUTHERN EUROPE
3310,1240170365,GA,Alexandre Parodi,France,65.9,WESTERN EUROPE
254,1172178750,Stub,Alexandre Sebastião André,Angola,36.7,MIDDLE AFRICA
5089,1166993985,Stub,Alexandru Esaulenco,Moldova,3.4,EASTERN EUROPE
5198,1232122152,Stub,Alexey Limanzo,Russia,146.9,EASTERN EUROPE
5219,1158232091,Stub,Alexey Pleshakov,Russia,146.9,EASTERN EUROPE
3490,1118203952,Stub,Alexis Liatis,Greece,10.6,SOUTHERN EUROPE
5853,1242812265,Stub,Alexis Sarei,Papua New Guinea,9.5,OCEANIA
1795,1227751790,GA,Alexis Sinduhije,Burundi,13.2,EASTERN AFRICA
480,1244617588,Start,Alfons Adam,Austria,9.2,WESTERN EUROPE
1336,1044386557,Start,Alfons Siffer,Belgium,11.8,WESTERN EUROPE
1271,1112949960,C,Alfons Zgrzebniok,Poland,37.7,EASTERN EUROPE
1114,1168682744,Stub,Alfonsas Žalys,Lithuania,2.9,NORTHERN EUROPE
2504,1239244518,C,Alfonso Ardura,Spain,48.3,SOUTHERN EUROPE
5886,1246360905,Start,Alfonso Barrantes,Peru,33.8,SOUTH AMERICA
4098,1189244524,C,Alfonso Bartoli,Italy,58.8,SOUTHERN EUROPE
2060,1170558228,C,Alfonso Dávila Ortiz,Colombia,52.2,SOUTH AMERICA
2600,1209070934,Start,Alfonso Rus,Spain,48.3,SOUTHERN EUROPE
2514,1222085341,Start,Alfonso Soriano Benítez de Lugo,Spain,48.3,SOUTHERN EUROPE
6562,1193089312,Stub,Alfred Emanuel Sarasin,Switzerland,8.8,WESTERN EUROPE
6320,1225251895,Stub,Alfred Futiyo Karaba,South Sudan,11.1,EASTERN AFRICA
116,1098236555,Stub,Alfred Karamuço,Albania,2.7,SOUTHERN EUROPE
4569,1241842441,Stub,Alfred Kiprato Kerich,Kenya,55.1,EASTERN AFRICA
7041,1092395186,Stub,Alfred Makwarimba,Zimbabwe,16.7,EASTERN AFRICA
4095,1174088484,Stub,Alfredo Arpaia,Italy,58.8,SOUTHERN EUROPE
2059,1245229857,Start,Alfredo Cuello Baute,Colombia,52.2,SOUTH AMERICA
2459,1242375755,C,Alfredo Hornedo,Cuba,11.0,CARIBBEAN
393,1226445117,Stub,Alfredo Olmedo,Argentina,46.3,SOUTH AMERICA
2832,1242893918,Start,Alfredo Pires,Timor Leste,1.4,SOUTHEAST ASIA
2981,1225834159,Stub,Alfredo Vera Vera,Ecuador,17.1,SOUTH AMERICA
1083,1140402964,Stub,Algirdas Kumža,Lithuania,2.9,NORTHERN EUROPE
5532,1041777508,Stub,Alhaji Hassan Dalhat,Nigeria,223.8,WESTERN AFRICA
5500,1249041934,Start,Alhaji Idi Farouk,Nigeria,223.8,WESTERN AFRICA
2695,1238577757,Start,Ali Abdi Aware,Somalia,18.1,EASTERN AFRICA
3923,1112736369,Stub,Ali Agha-Mohammadi,Iran,89.2,SOUTH ASIA
6996,1106368440,Stub,Ali Ahmad Nasser al-Dhahab,Yemen,34.4,WESTERN ASIA
6993,1249864801,Stub,Ali Al Bukhaiti,Yemen,34.4,WESTERN ASIA
4067,1249038115,Stub,Ali Al Tamimi,Iraq,45.5,WESTERN ASIA
2844,1229864427,Start,Ali Algadri,Indonesia,278.7,SOUTHEAST ASIA
156,1225505087,Start,Ali Aliu,Kosovo,1.7,SOUTHERN EUROPE
183,1214835889,Start,Ali Aoun,Algeria,46.8,NORTHERN AFRICA
623,1237483914,C,Ali Asadov,Azerbaijan,10.2,WESTERN ASIA
3988,1175865465,Stub,Ali Asghar Yousefnejad,Iran,89.2,SOUTH ASIA
6686,1058096753,Start,Ali Bach Hamba,Tunisia,11.9,NORTHERN AFRICA
6718,1182769386,Start,Ali Cenani,Turkey,85.6,WESTERN ASIA
6673,1101144527,Start,Ali Chaouch,Tunisia,11.9,NORTHERN AFRICA
2703,1238211507,Stub,Ali Dhere,Somalia,18.1,EASTERN AFRICA
6736,1152791145,Start,Ali Fidan,Turkey,85.6,WESTERN ASIA
3940,1245508009,Stub,Ali Golmoradi,Iran,89.2,SOUTH ASIA
827,1221390654,Start,Ali Gul Sangi,Pakistan,240.5,SOUTH ASIA
650,1245270394,Start,Ali Huseynli,Azerbaijan,10.2,WESTERN ASIA
4664,1226320762,Start,Ali Hussain Al-Awadhi,Kuwait,4.4,WESTERN ASIA
652,1244157806,Start,Ali Ibrahimov,Azerbaijan,10.2,WESTERN ASIA
5501,1240307688,Start,Ali Isa,Nigeria,223.8,WESTERN AFRICA
875,1245574675,C,Ali Khan Masood,Pakistan,240.5,SOUTH ASIA
118,1227369252,Start,Ali Këlcyra,Albania,2.7,SOUTHERN EUROPE
648,1245282668,C,Ali M. Hasanov,Azerbaijan,10.2,WESTERN ASIA
2906,1150921469,Start,Ali Masykur Musa,Indonesia,278.7,SOUTHEAST ASIA
52,1136630194,Stub,Ali Mohammad (politician),Afghanistan,42.4,SOUTH ASIA
3976,1158807810,Stub,Ali Mohammad Noorian,Iran,89.2,SOUTH ASIA
4667,1228803753,Start,Ali Mohammed Thunayan Al-Ghanim,Kuwait,4.4,WESTERN ASIA
3977,1203575507,Stub,Ali Noorzad (politician),Iran,89.2,SOUTH ASIA
5652,1158721985,Start,Ali Olanusi,Nigeria,223.8,WESTERN AFRICA
85,1244421894,GA,Ali Pasha of Gusinje,Albania,2.7,SOUTHERN EUROPE
3052,1135756082,Stub,Ali Radai,Eritrea,3.7,EASTERN AFRICA
4636,1246310480,Start,Ali Roba,Kenya,55.1,EASTERN AFRICA
4792,1198759606,Start,Ali Sahli,Libya,6.9,NORTHERN AFRICA
4058,1248662791,GA,Ali Salih al-Sa'di,Iraq,45.5,WESTERN ASIA
4540,1246061479,Stub,Ali Sharif Athman,Kenya,55.1,EASTERN AFRICA
2758,1175813709,Stub,Ali Sheegow,Somalia,18.1,EASTERN AFRICA
7009,1179127922,Stub,Ali Taysir,Yemen,34.4,WESTERN ASIA
4656,1246062575,Start,Ali Wario,Kenya,55.1,EASTERN AFRICA
2723,1235398629,Stub,Ali Yusuf Hosh,Somalia,18.1,EASTERN AFRICA
6716,1061578606,Stub,Ali Zouaoui,Tunisia,11.9,NORTHERN AFRICA
4051,1242783852,Start,Ali al-Qaradaghi,Iraq,45.5,WESTERN ASIA
726,1229583096,Stub,Ali bin Khalifa Al Khalifa,Bahrain,1.6,WESTERN ASIA
743,1239617504,Stub,Ali bin Saleh Al Saleh,Bahrain,1.6,WESTERN ASIA
6395,1174316394,Stub,Ali wad Hilu,Sudan,48.1,NORTHERN AFRICA
4436,1244981732,Start,Alia Abu Tayeh,Jordan,11.4,WESTERN ASIA
618,1211047878,Start,Aliabbas Salahzade,Azerbaijan,10.2,WESTERN ASIA
940,1249779544,GA,Aliaksandr Azarau,Belarus,9.2,EASTERN EUROPE
969,1246263655,C,Aliaksandr Shakutsin,Belarus,9.2,EASTERN EUROPE
2823,1200126483,Start,Aliança de Araújo,Timor Leste,1.4,SOUTHEAST ASIA
4727,1059832647,Stub,Alice Shabtini,Lebanon,5.4,WESTERN ASIA
5720,1241584739,Stub,Alidou Barkire,Niger,27.2,WESTERN AFRICA
6116,1158873914,Stub,Alie Badara Mansaray,Sierra Leone,8.9,WESTERN AFRICA
3360,1249462265,Start,Alieu Badara Njie,Gambia,2.8,WESTERN AFRICA
3364,1247050844,Stub,Alieu Badara Saja Taal,Gambia,2.8,WESTERN AFRICA
4503,1220345957,Start,Alim Sherzamonov,Tajikistan,10.2,CENTRAL ASIA
3073,1250176148,GA,Alimirah Hanfare,Ethiopia,126.5,EASTERN AFRICA
2900,1244188286,Stub,Alimuddin Daeng Matiro,Indonesia,278.7,SOUTHEAST ASIA
342,1241592542,Start,Alincia Williams-Grant,Antigua and Barbuda,0.1,CARIBBEAN
6068,1199936144,Start,Alioune Badara Cissé,Senegal,18.3,WESTERN AFRICA
6085,1246298766,Stub,Alioune Badara M'Bengue,Senegal,18.3,WESTERN AFRICA
6075,1233027724,Start,Alioune Diop,Senegal,18.3,WESTERN AFRICA
6091,1131649220,C,Alioune Sarr,Senegal,18.3,WESTERN AFRICA
3922,1227274084,Start,Alireza Abbasi (politician),Iran,89.2,SOUTH ASIA
3951,1244126349,Stub,Alireza Kazemi,Iran,89.2,SOUTH ASIA
651,1246588423,Start,Alisahib Huseynov,Azerbaijan,10.2,WESTERN ASIA
3671,1099843841,,Alix Mathon,Haiti,11.6,CARIBBEAN
5473,1249042452,Start,Aliyu Sabi Abdullahi,Nigeria,223.8,WESTERN AFRICA
3498,1247604735,C,Alketas Panagoulias,Greece,10.6,SOUTHERN EUROPE
6486,1249461630,Start,Allan Morley Spaar,Sri Lanka,22.7,SOUTH ASIA
3629,1213635496,Stub,Almamy Ahmadou of Timbo,Guinea,14.2,WESTERN AFRICA
3060,1162392075,Start,Almayahu Haile,Ethiopia,126.5,EASTERN AFRICA
1516,1191964237,GA,Almir Gabriel,Brazil,204.0,SOUTH AMERICA
4254,1217863750,Stub,Alojz Kovšca,Slovenia,2.1,SOUTHERN EUROPE
3885,1248994009,Stub,Alok Sharma (Indian politician),India,1428.6,SOUTH ASIA
2492,1249363363,C,Alonso III Fonseca,Spain,48.3,SOUTHERN EUROPE
2554,1239332087,Start,Alonso de Idiáquez y Yurramendi,Spain,48.3,SOUTHERN EUROPE
630,1207738330,Start,Alovsat Bakhshiyev,Azerbaijan,10.2,WESTERN ASIA
4813,1228897165,Start,Aloyse Hentgen,Luxembourg,0.7,WESTERN EUROPE
3605,1171242393,Start,Alpha Oumar Barry,Guinea,14.2,WESTERN AFRICA
6124,971644466,Start,Alpha Timbo,Sierra Leone,8.9,WESTERN AFRICA
1955,1108077983,Stub,Alphonse Kotiga,Chad,18.3,MIDDLE AFRICA
6052,1198974259,Start,Alphonso Theodore Roberts,St. Vincent and the Grenadines,0.1,CARIBBEAN
4456,1248539098,GA,Altai Kölgınov,Kazakhstan,19.9,CENTRAL ASIA
2863,1211229924,Stub,Alue Dohong,Indonesia,278.7,SOUTHEAST ASIA
5577,1227608910,Start,Alvan Ikoku,Nigeria,223.8,WESTERN AFRICA
5013,1190558199,Stub,Alvin Jacklick,Marshall Islands,0.1,OCEANIA
4978,1204711866,Stub,Alwata Ichata Sahi,Mali,23.3,WESTERN AFRICA
1506,1101206546,Stub,Alércio Dias,Brazil,204.0,SOUTH AMERICA
6899,1240451011,C,Alí Domínguez,Venezuela,28.8,SOUTH AMERICA
1495,1218000288,Start,Amador Bueno,Brazil,204.0,SOUTH AMERICA
3607,1138773088,Stub,Amadou Damaro Camara,Guinea,14.2,WESTERN AFRICA
4987,1185422077,Stub,Amadou Doucoure,Mali,23.3,WESTERN AFRICA
6076,1247447514,Start,Amadou Mame Diop,Senegal,18.3,WESTERN AFRICA
3352,1214288012,C,Amadou Scattred Janneh,Gambia,2.8,WESTERN AFRICA
4979,1244380205,Start,Amadou Thiam,Mali,23.3,WESTERN AFRICA
5003,1247505172,GA,Amadou Toumani Touré,Mali,23.3,WESTERN AFRICA
6083,1250208947,C,Amadou-Mahtar M'Bow,Senegal,18.3,WESTERN AFRICA
4736,1174117279,Start,Amal Abou Zeid,Lebanon,5.4,WESTERN ASIA
5665,1228528579,Start,Amal Pepple,Nigeria,223.8,WESTERN AFRICA
4468,1243509989,Start,Amangeldy Shabdarbayev,Kazakhstan,19.9,CENTRAL ASIA
229,1235394946,,Amar Makhloufi,Algeria,46.8,NORTHERN AFRICA
235,1226279231,Start,Amar Mohammedi,Algeria,46.8,NORTHERN AFRICA
3040,1210750106,C,Ambaye Wolde Mariam,Eritrea,3.7,EASTERN AFRICA
6984,1139612517,Stub,Ameen Ali al-Akimi,Yemen,34.4,WESTERN ASIA
6209,1246417697,C,Amichand Rajbansi,South Africa,60.7,SOUTHERN AFRICA
3347,1237362851,Start,Amie Bojang-Sissoho,Gambia,2.8,WESTERN AFRICA
5864,1234894290,Start,Amilcar Ferreira,Paraguay,6.2,SOUTH AMERICA
